OrderID,CustomerID,OrderDate,ShippingDate,OrderStatus,TotalAmount,PaymentMethod,ShippingAddress
609,8,2024-08-24,2024-08-27 0:00:00,Delivered,611.35,Credit Card,"7478 Lisa Mountain, Heathertown, HI 42132"
610,8,2024-08-14,2024-08-18 0:00:00,Pending,454.38,PayPal,"7478 Lisa Mountain, Heathertown, HI 42132"
611,8,2024-09-04,2024-09-08 0:00:00,Cancelled,1885.73,PayPal,"7478 Lisa Mountain, Heathertown, HI 42132"
612,8,2024-09-02,2024-09-04 0:00:00,Pending,1391.65,Bank Transfer,"7478 Lisa Mountain, Heathertown, HI 42132"
613,8,2024-08-29,2024-08-30 0:00:00,Shipped,373.73,Credit Card,"7478 Lisa Mountain, Heathertown, HI 42132"
614,8,2024-10-03,2024-10-09 0:00:00,Cancelled,1164.41,Credit Card,"7478 Lisa Mountain, Heathertown, HI 42132"
615,8,2024-10-14,2024-10-21 0:00:00,Pending,906.66,Credit Card,"7478 Lisa Mountain, Heathertown, HI 42132"
616,8,2024-11-26,2024-11-27 0:00:00,Cancelled,324.34,Credit Card,"7478 Lisa Mountain, Heathertown, HI 42132"
617,8,2025-01-18,2025-01-19 0:00:00,Shipped,2201.4,Bank Transfer,"7478 Lisa Mountain, Heathertown, HI 42132"
618,8,2025-01-16,2025-01-17 0:00:00,Shipped,665.83,Bank Transfer,"7478 Lisa Mountain, Heathertown, HI 42132"
619,8,2024-12-30,2025-01-04 0:00:00,Shipped,474.2,Credit Card,"7478 Lisa Mountain, Heathertown, HI 42132"
620,8,2025-01-10,2025-01-15 0:00:00,Delivered,1955.41,PayPal,"7478 Lisa Mountain, Heathertown, HI 42132"
621,8,2025-02-04,2025-02-08 0:00:00,Shipped,990.48,Bank Transfer,"7478 Lisa Mountain, Heathertown, HI 42132"
622,8,2025-02-07,2025-02-13 0:00:00,Delivered,1690.53,Bank Transfer,"7478 Lisa Mountain, Heathertown, HI 42132"
623,8,2025-02-08,2025-02-11 0:00:00,Delivered,1908.15,Bank Transfer,"7478 Lisa Mountain, Heathertown, HI 42132"
624,8,2025-03-24,2025-03-27 0:00:00,Delivered,418.35,Credit Card,"7478 Lisa Mountain, Heathertown, HI 42132"
625,8,2025-03-02,2025-03-06 0:00:00,Shipped,3313.63,PayPal,"7478 Lisa Mountain, Heathertown, HI 42132"
626,8,2025-03-02,2025-03-09 0:00:00,Delivered,668.44,Bank Transfer,"7478 Lisa Mountain, Heathertown, HI 42132"
627,8,2025-02-27,2025-02-28 0:00:00,Shipped,3536.74,Credit Card,"7478 Lisa Mountain, Heathertown, HI 42132"
628,8,2025-05-21,2025-05-23 0:00:00,Cancelled,215.29,Credit Card,"7478 Lisa Mountain, Heathertown, HI 42132"
629,8,2025-04-29,2025-05-02 0:00:00,Cancelled,3046.5,Bank Transfer,"7478 Lisa Mountain, Heathertown, HI 42132"
630,8,2025-06-13,2025-06-15 0:00:00,Shipped,1720.61,Credit Card,"7478 Lisa Mountain, Heathertown, HI 42132"
631,8,2025-06-11,2025-06-15 0:00:00,Delivered,3290.22,PayPal,"7478 Lisa Mountain, Heathertown, HI 42132"
632,8,2025-06-08,2025-06-09 0:00:00,Delivered,843.37,PayPal,"7478 Lisa Mountain, Heathertown, HI 42132"
633,8,2025-06-13,2025-06-17 0:00:00,Delivered,813.99,Credit Card,"7478 Lisa Mountain, Heathertown, HI 42132"
634,8,2025-07-03,2025-07-06 0:00:00,Delivered,2058.69,PayPal,"7478 Lisa Mountain, Heathertown, HI 42132"
635,9,2022-08-17,2022-08-18 0:00:00,Delivered,1005.88,PayPal,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
636,9,2022-09-02,2022-09-03 0:00:00,Cancelled,3159.75,Bank Transfer,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
637,9,2022-09-25,2022-09-28 0:00:00,Shipped,684.94,PayPal,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
638,9,2022-10-14,2022-10-18 0:00:00,Cancelled,1360.06,Bank Transfer,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
639,9,2022-11-01,2022-11-04 0:00:00,Cancelled,759.76,PayPal,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
640,9,2022-11-20,2022-11-25 0:00:00,Delivered,377.02,Credit Card,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
641,9,2022-11-06,2022-11-10 0:00:00,Shipped,1544.71,Credit Card,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
642,9,2022-11-09,2022-11-13 0:00:00,Cancelled,484.69,PayPal,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
643,9,2022-11-12,2022-11-17 0:00:00,Cancelled,1838.89,Bank Transfer,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
644,9,2022-12-25,2022-12-28 0:00:00,Shipped,1266.74,Bank Transfer,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
645,9,2022-12-20,2022-12-25 0:00:00,Delivered,1519.55,PayPal,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
646,9,2022-12-26,2022-12-30 0:00:00,Delivered,294.99,Bank Transfer,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
647,9,2023-01-08,2023-01-15 0:00:00,Pending,2801.76,Credit Card,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
648,9,2023-02-01,2023-02-07 0:00:00,Cancelled,165.82,Credit Card,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
649,9,2023-01-09,2023-01-15 0:00:00,Cancelled,920.68,PayPal,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
650,9,2023-01-24,2023-01-29 0:00:00,Shipped,605.64,PayPal,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
651,9,2023-04-09,2023-04-16 0:00:00,Delivered,524.9,Credit Card,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
652,9,2023-04-30,2023-05-05 0:00:00,Pending,801.61,PayPal,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
653,9,2023-05-11,2023-05-16 0:00:00,Pending,674.27,PayPal,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
654,9,2023-08-01,2023-08-04 0:00:00,Shipped,1491.07,Bank Transfer,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
655,9,2023-08-22,2023-08-27 0:00:00,Cancelled,467.26,PayPal,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
656,9,2023-09-07,2023-09-10 0:00:00,Cancelled,2572.38,Bank Transfer,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
657,9,2023-09-03,2023-09-08 0:00:00,Shipped,1739.31,PayPal,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
658,9,2023-10-23,2023-10-24 0:00:00,Shipped,442.35,PayPal,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
659,9,2023-10-16,2023-10-20 0:00:00,Shipped,1387.26,Bank Transfer,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
660,9,2023-10-22,2023-10-23 0:00:00,Shipped,2577.59,Bank Transfer,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
661,9,2023-11-11,2023-11-17 0:00:00,Shipped,1307.9,Bank Transfer,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
662,9,2023-11-08,2023-11-10 0:00:00,Cancelled,1044.46,Bank Transfer,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
663,9,2023-12-07,2023-12-11 0:00:00,Pending,1475.32,Credit Card,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
664,9,2024-01-20,2024-01-27 0:00:00,Delivered,731.45,PayPal,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
665,9,2024-01-15,2024-01-16 0:00:00,Cancelled,1845.35,Bank Transfer,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
666,9,2024-01-09,2024-01-10 0:00:00,Cancelled,1546.18,Credit Card,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
667,9,2024-02-14,2024-02-15 0:00:00,Cancelled,1719.19,PayPal,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
668,9,2024-02-02,2024-02-06 0:00:00,Shipped,2678.17,Credit Card,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
669,9,2024-03-01,2024-03-08 0:00:00,Delivered,596.46,Bank Transfer,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
670,9,2024-03-21,2024-03-25 0:00:00,Delivered,3124.35,Credit Card,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
671,9,2024-03-05,2024-03-06 0:00:00,Cancelled,1958.66,PayPal,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
672,9,2024-05-23,2024-05-30 0:00:00,Delivered,694.07,Credit Card,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
673,9,2024-05-12,2024-05-13 0:00:00,Cancelled,665.48,Bank Transfer,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
674,9,2024-05-02,2024-05-06 0:00:00,Shipped,849.9,Credit Card,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
675,9,2024-05-28,2024-06-01 0:00:00,Pending,1110.86,Bank Transfer,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
676,9,2024-07-05,2024-07-12 0:00:00,Cancelled,347.73,Bank Transfer,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
677,9,2024-06-28,2024-07-05 0:00:00,Pending,1063.45,Credit Card,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
678,9,2024-07-13,2024-07-15 0:00:00,Delivered,2245.82,Bank Transfer,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
679,9,2024-07-25,2024-07-31 0:00:00,Cancelled,713.96,Bank Transfer,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
680,9,2024-08-08,2024-08-12 0:00:00,Cancelled,2600.9,Bank Transfer,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
681,9,2024-09-08,2024-09-11 0:00:00,Pending,2978.34,PayPal,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
682,9,2024-08-31,2024-09-05 0:00:00,Pending,2264.17,PayPal,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
683,9,2024-09-25,2024-09-28 0:00:00,Cancelled,635.92,PayPal,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
684,9,2024-09-28,2024-10-03 0:00:00,Delivered,2062.7,Credit Card,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
685,9,2024-10-19,2024-10-21 0:00:00,Delivered,1947.59,Credit Card,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
686,9,2024-10-06,2024-10-13 0:00:00,Delivered,1283.42,Bank Transfer,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
687,9,2024-11-05,2024-11-07 0:00:00,Delivered,3007.44,Credit Card,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
688,9,2024-11-22,2024-11-29 0:00:00,Cancelled,1032.67,Bank Transfer,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
689,9,2024-11-05,2024-11-06 0:00:00,Shipped,826.27,Bank Transfer,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
690,9,2024-11-25,2024-11-29 0:00:00,Cancelled,1350.42,PayPal,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
691,9,2025-01-04,2025-01-09 0:00:00,Pending,593.66,Bank Transfer,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
692,9,2025-02-16,2025-02-17 0:00:00,Pending,1888.78,PayPal,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
693,9,2025-03-15,2025-03-16 0:00:00,Cancelled,189.39,Credit Card,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
694,9,2025-04-16,2025-04-17 0:00:00,Shipped,1788.97,Bank Transfer,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
695,9,2025-04-23,2025-04-27 0:00:00,Shipped,2001.06,Credit Card,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
696,9,2025-04-29,2025-04-30 0:00:00,Pending,2780.2,PayPal,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
697,9,2025-04-24,2025-04-29 0:00:00,Cancelled,342.02,PayPal,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
698,9,2025-05-14,2025-05-20 0:00:00,Pending,2508.58,Bank Transfer,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
699,9,2025-05-03,2025-05-10 0:00:00,Delivered,2493.08,Bank Transfer,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
700,9,2025-05-28,2025-06-01 0:00:00,Shipped,2850.45,Credit Card,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
701,9,2025-07-14,2025-07-21 0:00:00,Shipped,266.09,Bank Transfer,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
702,9,2025-07-11,2025-07-12 0:00:00,Shipped,627.14,PayPal,"8376 Andrews Causeway Apt. 955, West Grant, KS 32082"
703,10,2022-08-11,2022-08-12 0:00:00,Pending,1260.79,Bank Transfer,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
704,10,2022-08-11,2022-08-14 0:00:00,Pending,2323.38,Credit Card,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
705,10,2022-09-24,2022-09-29 0:00:00,Cancelled,2599.4,PayPal,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
706,10,2022-09-14,2022-09-15 0:00:00,Cancelled,3484.9,Bank Transfer,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
707,10,2022-10-04,2022-10-06 0:00:00,Delivered,1151.63,PayPal,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
708,10,2022-09-22,2022-09-23 0:00:00,Pending,2254.18,PayPal,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
709,10,2022-10-28,2022-10-31 0:00:00,Pending,1658.1,Bank Transfer,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
710,10,2022-10-10,2022-10-13 0:00:00,Shipped,838.57,Bank Transfer,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
711,10,2022-10-15,2022-10-18 0:00:00,Pending,1336.97,Bank Transfer,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
712,10,2022-11-04,2022-11-05 0:00:00,Shipped,988.33,PayPal,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
713,10,2022-11-06,2022-11-13 0:00:00,Delivered,1285.71,Credit Card,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
714,10,2022-11-17,2022-11-20 0:00:00,Cancelled,1238.94,Credit Card,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
715,10,2022-11-12,2022-11-15 0:00:00,Delivered,1459.19,Credit Card,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
716,10,2022-12-10,2022-12-17 0:00:00,Pending,1045.74,Bank Transfer,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
717,10,2023-01-14,2023-01-19 0:00:00,Cancelled,1710.15,Credit Card,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
718,10,2023-01-27,2023-01-31 0:00:00,Pending,2318.57,Bank Transfer,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
719,10,2023-01-06,2023-01-10 0:00:00,Cancelled,1661.11,Bank Transfer,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
720,10,2023-02-12,2023-02-15 0:00:00,Cancelled,2029.47,Credit Card,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
721,10,2023-03-05,2023-03-07 0:00:00,Pending,610.6,PayPal,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
722,10,2023-04-29,2023-05-01 0:00:00,Shipped,3091.75,PayPal,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
723,10,2023-05-03,2023-05-05 0:00:00,Shipped,3017.81,Bank Transfer,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
724,10,2023-04-11,2023-04-17 0:00:00,Delivered,2199.4,Bank Transfer,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
725,10,2023-04-10,2023-04-16 0:00:00,Delivered,2461.06,Bank Transfer,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
726,10,2023-05-20,2023-05-25 0:00:00,Pending,1667.03,Credit Card,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
727,10,2023-06-03,2023-06-06 0:00:00,Cancelled,2766.46,Bank Transfer,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
728,10,2023-05-13,2023-05-19 0:00:00,Pending,542.11,Bank Transfer,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
729,10,2023-06-14,2023-06-19 0:00:00,Delivered,1566.53,Bank Transfer,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
730,10,2023-06-30,2023-07-06 0:00:00,Shipped,2221.36,Bank Transfer,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
731,10,2023-07-31,2023-08-04 0:00:00,Shipped,551.69,PayPal,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
732,10,2023-07-11,2023-07-17 0:00:00,Cancelled,360.03,PayPal,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
733,10,2023-08-09,2023-08-12 0:00:00,Cancelled,985.79,Bank Transfer,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
734,10,2023-09-08,2023-09-11 0:00:00,Shipped,2038.41,Credit Card,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
735,10,2023-09-05,2023-09-07 0:00:00,Pending,213.03,Bank Transfer,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
736,10,2023-09-10,2023-09-12 0:00:00,Pending,587.92,Credit Card,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
737,10,2023-09-29,2023-10-04 0:00:00,Pending,330.65,Credit Card,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
738,10,2023-10-09,2023-10-10 0:00:00,Delivered,1610.5,Bank Transfer,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
739,10,2023-11-30,2023-12-04 0:00:00,Cancelled,193.85,Bank Transfer,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
740,10,2023-12-04,2023-12-11 0:00:00,Delivered,4113.7,Credit Card,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
741,10,2024-01-26,2024-02-01 0:00:00,Delivered,1164.4,Credit Card,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
742,10,2024-01-04,2024-01-05 0:00:00,Shipped,673.99,PayPal,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
743,10,2024-01-11,2024-01-18 0:00:00,Cancelled,2233.58,PayPal,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
744,10,2024-01-26,2024-01-28 0:00:00,Cancelled,1539.93,Credit Card,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
745,10,2024-02-10,2024-02-16 0:00:00,Shipped,1853.6,PayPal,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
746,10,2024-02-22,2024-02-24 0:00:00,Cancelled,226.14,PayPal,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
747,10,2024-03-26,2024-03-29 0:00:00,Shipped,642.76,Credit Card,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
748,10,2024-03-26,2024-03-28 0:00:00,Shipped,1313.34,Credit Card,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
749,10,2024-03-28,2024-03-29 0:00:00,Pending,420.13,Bank Transfer,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
750,10,2024-04-16,2024-04-23 0:00:00,Delivered,1260.22,Bank Transfer,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
751,10,2024-04-18,2024-04-19 0:00:00,Pending,1246.83,Bank Transfer,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
752,10,2024-04-18,2024-04-21 0:00:00,Delivered,1485.8,Credit Card,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
753,10,2024-05-05,2024-05-10 0:00:00,Shipped,906.6,Bank Transfer,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
754,10,2024-05-17,2024-05-23 0:00:00,Pending,1762.28,Bank Transfer,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
755,10,2024-06-02,2024-06-09 0:00:00,Pending,732.87,PayPal,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
756,10,2024-05-31,2024-06-05 0:00:00,Pending,1376.08,Bank Transfer,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
757,10,2024-07-18,2024-07-23 0:00:00,Delivered,1502.61,PayPal,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
758,10,2024-07-20,2024-07-22 0:00:00,Cancelled,376.22,Credit Card,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
759,10,2024-06-28,2024-07-02 0:00:00,Delivered,219.77,Bank Transfer,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
760,10,2024-07-03,2024-07-09 0:00:00,Shipped,1968.74,Credit Card,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
761,10,2024-08-21,2024-08-25 0:00:00,Shipped,4009.14,Credit Card,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
762,10,2024-08-10,2024-08-13 0:00:00,Cancelled,73.12,PayPal,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
763,10,2024-08-27,2024-08-29 0:00:00,Pending,931.81,PayPal,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
764,10,2024-09-22,2024-09-28 0:00:00,Pending,613.19,Credit Card,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
765,10,2024-09-06,2024-09-10 0:00:00,Cancelled,1372.12,Credit Card,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
766,10,2024-09-20,2024-09-26 0:00:00,Pending,804.25,PayPal,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
767,10,2024-10-23,2024-10-24 0:00:00,Cancelled,2232.37,PayPal,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
768,10,2024-10-18,2024-10-24 0:00:00,Delivered,3881.47,Bank Transfer,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
769,10,2024-12-23,2024-12-28 0:00:00,Shipped,1074.3,PayPal,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
770,10,2024-12-28,2025-01-01 0:00:00,Shipped,347.4,Bank Transfer,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
771,10,2024-12-31,2025-01-06 0:00:00,Pending,591.16,PayPal,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
772,10,2025-01-05,2025-01-12 0:00:00,Cancelled,2008.86,Bank Transfer,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
773,10,2025-01-03,2025-01-07 0:00:00,Cancelled,850.4,Bank Transfer,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
774,10,2025-03-11,2025-03-13 0:00:00,Pending,1343.73,Bank Transfer,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
775,10,2025-03-06,2025-03-07 0:00:00,Cancelled,2772.62,PayPal,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
776,10,2025-03-08,2025-03-12 0:00:00,Pending,1510.3,Credit Card,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
777,10,2025-04-07,2025-04-09 0:00:00,Cancelled,1744.04,Credit Card,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
778,10,2025-04-10,2025-04-15 0:00:00,Cancelled,987.9,Bank Transfer,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
779,10,2025-03-29,2025-04-05 0:00:00,Pending,1975.12,Bank Transfer,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
780,10,2025-04-19,2025-04-22 0:00:00,Delivered,137.27,Bank Transfer,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
781,10,2025-06-20,2025-06-27 0:00:00,Pending,1832.77,PayPal,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
782,10,2025-06-13,2025-06-17 0:00:00,Shipped,2181.6,Bank Transfer,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
783,10,2025-06-03,2025-06-09 0:00:00,Cancelled,1682.29,Bank Transfer,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
784,10,2025-05-30,2025-06-01 0:00:00,Delivered,699.11,Credit Card,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
785,10,2025-07-15,2025-07-18 0:00:00,Delivered,1809.46,PayPal,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
786,10,2025-07-18,2025-07-23 0:00:00,Delivered,594.97,Credit Card,"227 Ellis Walk Suite 562, Landryborough, GA 74112"
787,11,2022-08-27,2022-08-31 0:00:00,Cancelled,580.05,PayPal,"84236 Austin Creek Suite 648, Margaretfurt, AL 76789"
788,11,2022-09-05,2022-09-11 0:00:00,Delivered,2397.68,Bank Transfer,"84236 Austin Creek Suite 648, Margaretfurt, AL 76789"
789,11,2022-09-28,2022-10-04 0:00:00,Delivered,2040.47,Credit Card,"84236 Austin Creek Suite 648, Margaretfurt, AL 76789"
790,11,2022-10-24,2022-10-26 0:00:00,Cancelled,1834.72,PayPal,"84236 Austin Creek Suite 648, Margaretfurt, AL 76789"
791,11,2022-12-21,2022-12-23 0:00:00,Delivered,404.38,PayPal,"84236 Austin Creek Suite 648, Margaretfurt, AL 76789"
792,11,2022-12-16,2022-12-23 0:00:00,Cancelled,1907.43,Credit Card,"84236 Austin Creek Suite 648, Margaretfurt, AL 76789"
793,11,2022-12-09,2022-12-15 0:00:00,Cancelled,1209.83,Bank Transfer,"84236 Austin Creek Suite 648, Margaretfurt, AL 76789"
794,11,2023-01-20,2023-01-27 0:00:00,Pending,2788.12,PayPal,"84236 Austin Creek Suite 648, Margaretfurt, AL 76789"
795,11,2023-01-16,2023-01-21 0:00:00,Pending,188.94,Bank Transfer,"84236 Austin Creek Suite 648, Margaretfurt, AL 76789"
796,11,2023-01-14,2023-01-21 0:00:00,Delivered,3695.32,PayPal,"84236 Austin Creek Suite 648, Margaretfurt, AL 76789"
797,11,2023-02-11,2023-02-14 0:00:00,Cancelled,1176.62,Bank Transfer,"84236 Austin Creek Suite 648, Margaretfurt, AL 76789"
798,11,2023-02-27,2023-03-06 0:00:00,Shipped,84.35,Bank Transfer,"84236 Austin Creek Suite 648, Margaretfurt, AL 76789"
799,11,2023-02-04,2023-02-09 0:00:00,Shipped,1836.01,PayPal,"84236 Austin Creek Suite 648, Margaretfurt, AL 76789"
800,11,2023-02-24,2023-02-28 0:00:00,Pending,2166.84,Credit Card,"84236 Austin Creek Suite 648, Margaretfurt, AL 76789"
801,11,2023-03-12,2023-03-19 0:00:00,Delivered,563.79,PayPal,"84236 Austin Creek Suite 648, Margaretfurt, AL 76789"
802,11,2023-03-29,2023-04-01 0:00:00,Shipped,2149.11,Credit Card,"84236 Austin Creek Suite 648, Margaretfurt, AL 76789"
803,11,2023-03-18,2023-03-24 0:00:00,Cancelled,1708.36,Bank Transfer,"84236 Austin Creek Suite 648, Margaretfurt, AL 76789"
804,11,2023-04-17,2023-04-19 0:00:00,Delivered,1206.24,Bank Transfer,"84236 Austin Creek Suite 648, Margaretfurt, AL 76789"
805,11,2023-05-12,2023-05-19 0:00:00,Cancelled,1281.8,PayPal,"84236 Austin Creek Suite 648, Margaretfurt, AL 76789"
806,11,2023-05-08,2023-05-13 0:00:00,Cancelled,2038.36,Bank Transfer,"84236 Austin Creek Suite 648, Margaretfurt, AL 76789"
807,11,2023-07-17,2023-07-19 0:00:00,Pending,1165.7,Credit Card,"84236 Austin Creek Suite 648, Margaretfurt, AL 76789"
808,11,2023-07-19,2023-07-26 0:00:00,Pending,2128.05,Credit Card,"84236 Austin Creek Suite 648, Margaretfurt, AL 76789"
